ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
17534-1562-13988,17534,Level 2 - Use of Force,2017-09-28T01:19:00,W,K,K2,1562,13988,Black or African American,Male
30947-2191-17327,30947,Level 1 - Use of Force,2018-07-26T17:03:00,W,K,K2,2191,17327,Black or African American,Male
30949-2371-17327,30949,Level 1 - Use of Force,2018-07-26T17:03:00,W,K,K2,2371,17327,Black or African American,Male
18227-2393-14383,18227,Level 1 - Use of Force,2017-11-13T23:10:00,W,K,K2,2393,14383,White,Female
16873-2242-13418,16873,Level 2 - Use of Force,2017-08-13T11:45:00,W,K,K2,2242,13418,White,Female
17394-1807-13889,17394,Level 1 - Use of Force,2017-09-18T21:02:00,E,E,E1,1807,13889,,Male
17395-2169-13889,17395,Level 1 - Use of Force,2017-09-18T21:02:00,E,E,E1,2169,13889,,Male
17601-1804-14023,17601,Level 1 - Use of Force,2017-10-02T00:14:00,E,E,E2,1804,14023,Hispanic or Latino,Male
17620-1203-12833,17620,Level 1 - Use of Force,2017-10-02T12:23:00,E,E,E2,1203,12833,Black or African American,Male
21933-2334-15810,21933,Level 1 - Use of Force,2018-03-10T12:20:00,E,E,E3,2334,15810,White,Female
21426-2779-15724,21426,Level 1 - Use of Force,2018-03-02T13:16:00,S,S,S3,2779,15724,White,Female
19372-2156-15254,19372,Level 2 - Use of Force,2018-01-27T13:00:00,N,L,L2,2156,15254,Black or African American,Male
19371-2202-15254,19371,Level 1 - Use of Force,2018-01-27T12:55:00,N,L,L2,2202,15254,Black or African American,Male
19966-1825-15447,19966,Level 2 - Use of Force,2018-02-06T13:20:00,S,S,S2,1825,15447,White,Male
21739-1823-15773,21739,Level 1 - Use of Force,2018-03-07T14:20:00,N,U,U2,1823,15773,White,
21742-2223-15773,21742,Level 1 - Use of Force,2018-03-07T14:45:00,N,U,U2,2223,15773,White,
21156-1613-15674,21156,Level 1 - Use of Force,2018-02-27T02:30:00,W,K,K2,1613,15674,Black or African American,Male
21188-208-15120,21188,Level 1 - Use of Force,2018-02-27T09:07:00,SW,F,F1,208,15120,Asian,Male
21031-1549-15650,21031,Level 1 - Use of Force,2018-02-24T20:42:00,N,N,N3,1549,15650,White,Male
21025-2300-15650,21025,Level 1 - Use of Force,2018-02-24T20:44:00,N,N,N3,2300,15650,White,Male
21027-969-15650,21027,Level 1 - Use of Force,2018-02-24T20:45:00,N,N,N3,969,15650,White,Male
21142-2206-15671,21142,Level 1 - Use of Force,2018-02-26T20:24:00,SW,F,F1,2206,15671,White,Female
21145-2098-15671,21145,Level 1 - Use of Force,2018-02-26T20:50:00,SW,F,F1,2098,15671,White,Female
21147-851-15671,21147,Level 1 - Use of Force,2018-02-26T20:24:00,SW,F,F1,851,15671,White,Female
21278-1236-15120,21278,Level 1 - Use of Force,2018-02-27T08:41:00,SW,F,F1,1236,15120,Asian,Male
29559-2201-17084,29559,Level 1 - Use of Force,2018-07-02T17:00:00,,-,,2201,17084,Asian,Male
28252-2157-16848,28252,Level 1 - Use of Force,2018-06-12T23:20:00,,-,,2157,16848,White,Female
28252-1628-16848,28252,Level 1 - Use of Force,2018-06-12T23:20:00,,-,,1628,16848,White,Female
28253-1628-16848,28253,Level 1 - Use of Force,2018-06-12T23:01:00,,-,,1628,16848,White,Female
27895-1231-16796,27895,Level 1 - Use of Force,2018-06-06T05:00:00,,-,,1231,16796,Black or African American,Male
26980-4761-16652,26980,Level 2 - Use of Force,2018-05-24T02:30:00,,-,,4761,16652,White,Male
26981-2445-16652,26981,Level 2 - Use of Force,2018-05-24T01:35:00,,-,,2445,16652,White,Male
26982-2102-16652,26982,Level 2 - Use of Force,2018-05-24T02:25:00,,-,,2102,16652,White,Male
26983-1550-16652,26983,Level 2 - Use of Force,2018-05-24T01:35:00,,-,,1550,16652,White,Male
26806-1687-6872,26806,Level 2 - Use of Force,2018-05-21T11:57:00,,-,,1687,6872,White,Male
26807-1582-6872,26807,Level 2 - Use of Force,2018-05-21T11:57:00,,-,,1582,6872,White,Male
26808-2487-6872,26808,Level 2 - Use of Force,2018-05-21T11:57:00,,-,,2487,6872,White,Male
27024-2301-6872,27024,Level 2 - Use of Force,2018-05-21T11:57:00,,-,,2301,6872,White,Male
29662-1232-17116,29662,Level 1 - Use of Force,2018-07-04T21:24:00,,-,,1232,17116,Black or African American,Female
28457-638-16879,28457,Level 1 - Use of Force,2018-06-15T10:17:00,,-,,638,16879,,
29277-1644-17032,29277,Level 1 - Use of Force,2018-06-27T12:46:00,,-,,1644,17032,,Male
29277-1644-17033,29277,Level 1 - Use of Force,2018-06-27T12:46:00,,-,,1644,17033,,Female
29195-2203-17016,29195,Level 1 - Use of Force,2018-06-26T18:34:00,,-,,2203,17016,Black or African American,Female
29142-1638-17008,29142,Level 1 - Use of Force,2018-06-26T03:10:00,,-,,1638,17008,Hispanic or Latino,Male
29381-2108-17045,29381,Level 1 - Use of Force,2018-06-25T16:45:00,,-,,2108,17045,,Male
29026-4773-15222,29026,Level 1 - Use of Force,2018-06-24T05:05:00,,-,,4773,15222,Black or African American,Male
28839-2118-16982,28839,Level 1 - Use of Force,2018-06-21T01:51:00,,-,,2118,16982,Black or African American,Male
28839-2118-16983,28839,Level 1 - Use of Force,2018-06-21T01:51:00,,-,,2118,16983,,Male
28546-2156-99,28546,Level 1 - Use of Force,2018-06-17T16:45:00,,-,,2156,99,Black or African American,Male
29059-1635-16990,29059,Level 1 - Use of Force,2018-06-24T22:45:00,,-,,1635,16990,,Female
29271-1843-17029,29271,Level 1 - Use of Force,2018-06-27T13:23:00,,-,,1843,17029,,Male
29271-1843-17030,29271,Level 1 - Use of Force,2018-06-27T13:23:00,,-,,1843,17030,,Male
25707-1783-16417,25707,Level 2 - Use of Force,2018-05-05T10:47:00,,-,,1783,16417,Hispanic or Latino,Male
19887-2150-15426,19887,Level 1 - Use of Force,2018-02-06T15:48:00,,-,,2150,15426,White,Male
27846-303-11790,27846,Level 1 - Use of Force,2018-06-06T19:56:00,,-,,303,11790,Black or African American,Male
27902-4758-16792,27902,Level 1 - Use of Force,2018-06-06T13:23:00,,-,,4758,16792,Hispanic or Latino,Male
28064-1631-16813,28064,Level 1 - Use of Force,2018-06-10T03:10:00,,-,,1631,16813,Black or African American,Female
28077-4742-16813,28077,Level 1 - Use of Force,2018-06-10T03:07:00,,-,,4742,16813,Black or African American,Female
28179-4825-16833,28179,Level 1 - Use of Force,2018-06-11T19:00:00,,-,,4825,16833,White,Male
25767-4746-16011,25767,Level 2 - Use of Force,2018-05-06T21:48:00,,-,,4746,16011,White,Male
25772-2374-16011,25772,Level 2 - Use of Force,2018-05-06T21:50:00,,-,,2374,16011,White,Male
25782-756-16011,25782,Level 1 - Use of Force,2018-05-06T21:50:00,,-,,756,16011,White,Male
27793-1769-7855,27793,Level 1 - Use of Force,2018-06-06T05:00:00,,-,,1769,7855,Black or African American,Male
27802-1820-7855,27802,Level 1 - Use of Force,2018-06-06T05:00:00,,-,,1820,7855,Black or African American,Male
28493-1661-16894,28493,Level 1 - Use of Force,2018-06-16T01:40:00,,-,,1661,16894,White,Male
17123-1742-13735,17123,Level 1 - Use of Force,2017-08-31T00:55:00,N,U,U2,1742,13735,White,Male
17161-2301-13765,17161,Level 1 - Use of Force,2017-09-02T19:00:00,N,U,U2,2301,13765,Asian,Male
17181-1833-13778,17181,Level 1 - Use of Force,2017-09-04T22:50:00,N,B,B1,1833,13778,Black or African American,Male
17220-1642-13798,17220,Level 1 - Use of Force,2017-09-06T21:20:00,N,B,B1,1642,13798,White,Female
17264-2219-13819,17264,Level 1 - Use of Force,2017-09-08T15:11:00,W,D,D3,2219,13819,White,Male
17198-1861-13786,17198,Level 1 - Use of Force,2017-09-06T05:38:00,N,U,U2,1861,13786,White,Male
17199-1226-13786,17199,Level 1 - Use of Force,2017-09-06T05:40:00,N,U,U2,1226,13786,White,Male
17207-1575-13792,17207,Level 1 - Use of Force,2017-09-06T10:24:00,S,O,O1,1575,13792,,Male
17231-1575-5062,17231,Level 1 - Use of Force,2017-09-07T08:50:00,S,O,O1,1575,5062,White,Male
16213-1783-12870,16213,Level 1 - Use of Force,2017-06-24T18:07:00,S,S,S2,1783,12870,White,Male
16043-1747-12708,16043,Level 2 - Use of Force,2017-06-15T11:00:00,W,M,M1,1747,12708,,Male
17194-2104-13774,17194,Level 1 - Use of Force,2017-09-04T16:02:00,W,Q,Q1,2104,13774,White,Male
17194-2104-13775,17194,Level 1 - Use of Force,2017-09-04T16:02:00,W,Q,Q1,2104,13775,White,Male
16959-2150-13577,16959,Level 1 - Use of Force,2017-08-21T11:17:00,W,D,D3,2150,13577,White,Male
17080-2347-13662,17080,Level 1 - Use of Force,2017-08-28T12:33:00,S,R,R1,2347,13662,Black or African American,Male
31086-2334-17356,31086,Level 1 - Use of Force,2018-07-28T22:48:00,,-,,2334,17356,Black or African American,Male
29605-1268-17103,29605,Level 2 - Use of Force,2018-07-02T07:52:00,,-,,1268,17103,Nat Hawaiian/Oth Pac Islander,Male
31103-1875-742,31103,Level 1 - Use of Force,2018-07-29T15:20:00,,-,,1875,742,White,Male
31110-2457-17364,31110,Level 1 - Use of Force,2018-07-29T19:35:00,,-,,2457,17364,,Male
30648-1443-17270,30648,Level 1 - Use of Force,2018-07-21T20:00:00,,-,,1443,17270,,Female
30618-1762-11790,30618,Level 1 - Use of Force,2018-07-21T12:57:00,,-,,1762,11790,Black or African American,Male
30619-2455-11790,30619,Level 1 - Use of Force,2018-07-21T13:00:00,,-,,2455,11790,Black or African American,Male
30620-4835-11790,30620,Level 1 - Use of Force,2018-07-21T13:30:00,,-,,4835,11790,Black or African American,Male
30341-188-16798,30341,Level 1 - Use of Force,2018-07-16T16:35:00,,-,,188,16798,,Male
30345-2095-16798,30345,Level 1 - Use of Force,2018-07-16T16:35:00,,-,,2095,16798,,Male
30344-1559-16799,30344,Level 1 - Use of Force,2018-07-16T16:01:00,,-,,1559,16799,,Female
17752-2163-14097,17752,Level 1 - Use of Force,2017-10-11T09:52:00,N,B,B1,2163,14097,White,Male
17719-2192-9336,17719,Level 1 - Use of Force,2017-10-09T13:20:00,E,G,G1,2192,9336,White,Male
17720-1878-9336,17720,Level 1 - Use of Force,2017-10-09T12:06:00,E,G,G1,1878,9336,White,Male
17721-1140-9336,17721,Level 1 - Use of Force,2017-10-09T13:25:00,E,G,G1,1140,9336,White,Male
17791-1203-9336,17791,Level 1 - Use of Force,2017-10-09T12:06:00,E,G,G1,1203,9336,White,Male
17662-2399-14058,17662,Level 1 - Use of Force,2017-10-05T18:02:00,N,J,J3,2399,14058,Black or African American,Male
17800-1721-14130,17800,Level 1 - Use of Force,2017-10-15T02:20:00,N,N,N3,1721,14130,Nat Hawaiian/Oth Pac Islander,Male
17801-2239-14132,17801,Level 1 - Use of Force,2017-10-14T23:32:00,N,N,N2,2239,14132,Hispanic or Latino,Male
17414-844-13898,17414,Level 1 - Use of Force,2017-09-18T16:48:00,N,U,U2,844,13898,White,Male
17414-2168-13898,17414,Level 1 - Use of Force,2017-09-18T16:48:00,N,U,U2,2168,13898,White,Male
17840-1571-14142,17840,Level 1 - Use of Force,2017-10-16T20:30:00,W,K,K1,1571,14142,White,Female
17852-932-14143,17852,Level 1 - Use of Force,2017-10-16T21:00:00,N,L,L2,932,14143,,
18680-1816-14797,18680,Level 2 - Use of Force,2017-12-13T19:55:00,S,R,R3,1816,14797,Black or African American,Male
18679-2361-14796,18679,Level 1 - Use of Force,2017-12-13T20:45:00,N,U,U3,2361,14796,White,Male
18469-1178-14504,18469,Level 1 - Use of Force,2017-12-01T13:00:00,S,S,S2,1178,14504,,Male
19037-2099-15041,19037,Level 1 - Use of Force,2018-01-07T23:47:00,N,L,L2,2099,15041,,Female
19038-2439-15041,19038,Level 1 - Use of Force,2018-01-08T23:53:00,N,L,L2,2439,15041,,Female
19079-1649-15117,19079,Level 1 - Use of Force,2018-01-09T20:17:00,N,L,L2,1649,15117,White,Male
18713-1819-14797,18713,Level 2 - Use of Force,2017-12-13T20:00:00,E,E,E2,1819,14797,Black or African American,Male
19009-1833-15027,19009,Level 1 - Use of Force,2018-01-05T00:15:00,E,E,E2,1833,15027,,Female
19010-1583-13113,19010,Level 1 - Use of Force,2018-01-05T00:15:00,E,E,E2,1583,13113,American Indian/Alaska Native,Female
19076-2344-13113,19076,Level 1 - Use of Force,2018-01-05T00:15:00,E,E,E2,2344,13113,American Indian/Alaska Native,Female
19091-2313-13113,19091,Level 1 - Use of Force,2018-01-05T00:13:00,E,E,E2,2313,13113,American Indian/Alaska Native,Female
19230-1167-15194,19230,Level 1 - Use of Force,2018-01-19T15:50:00,N,N,N3,1167,15194,Hispanic or Latino,Male
18965-1661-14972,18965,Level 1 - Use of Force,2018-01-03T00:35:00,X,X,XX,1661,14972,,Female
23808-2131-4223,23808,Level 1 - Use of Force,2018-04-08T08:11:00,,-,,2131,4223,White,Male
22979-2423-15987,22979,Level 1 - Use of Force,2018-03-26T14:04:00,,-,,2423,15987,White,Female
23242-2199-16042,23242,Level 1 - Use of Force,2018-03-30T13:47:00,,-,,2199,16042,Nat Hawaiian/Oth Pac Islander,Female
23264-1809-14185,23264,Level 1 - Use of Force,2018-03-31T00:12:00,,-,,1809,14185,Hispanic or Latino,Male
24178-1665-16187,24178,Level 1 - Use of Force,2018-04-13T16:25:00,,-,,1665,16187,White,Male
23506-1582-16083,23506,Level 1 - Use of Force,2018-04-03T11:44:00,,-,,1582,16083,White,Male
23728-2173-16112,23728,Level 1 - Use of Force,2018-04-06T12:52:00,,-,,2173,16112,,Male
21910-2310-15803,21910,Level 2 - Use of Force,2018-03-09T22:44:00,,-,,2310,15803,Black or African American,Male
29565-2343-17085,29565,Level 1 - Use of Force,2018-07-02T23:45:00,E,E,E1,2343,17085,White,Male
19362-1681-15256,19362,Level 2 - Use of Force,2018-01-27T01:50:00,E,E,E2,1681,15256,White,Male
20718-2017-3061,20718,Level 1 - Use of Force,2018-02-19T15:20:00,W,D,D1,2017,3061,White,Male
20784-2104-13069,20784,Level 1 - Use of Force,2018-02-20T15:00:00,E,E,E3,2104,13069,White,Male
21009-2307-15644,21009,Level 1 - Use of Force,2018-02-23T21:40:00,W,D,D2,2307,15644,,Female
21010-2418-15644,21010,Level 1 - Use of Force,2018-02-23T21:40:00,W,D,D2,2418,15644,,Female
19454-2316-15290,19454,Level 2 - Use of Force,2018-01-31T12:58:00,W,K,K1,2316,15290,White,Male
19461-2371-15290,19461,Level 2 - Use of Force,2018-01-31T12:51:00,W,K,K1,2371,15290,White,Male
19194-1176-15176,19194,Level 2 - Use of Force,2018-01-17T07:20:00,W,M,M1,1176,15176,White,Male
19175-267-2289,19175,Level 1 - Use of Force,2018-01-17T07:19:00,W,M,M1,267,2289,White,Male
20779-2172-15613,20779,Level 1 - Use of Force,2018-02-20T14:40:00,E,C,C2,2172,15613,White,Male
20226-2134-15507,20226,Level 1 - Use of Force,2018-02-11T13:54:00,N,U,U1,2134,15507,,Male
20227-2223-15507,20227,Level 1 - Use of Force,2018-02-11T13:54:00,N,U,U1,2223,15507,,Male
20230-2095-15507,20230,Level 1 - Use of Force,2018-02-11T14:15:00,N,U,U1,2095,15507,,Male
20231-1823-15507,20231,Level 1 - Use of Force,2018-02-11T13:54:00,N,U,U1,1823,15507,,Male
18740-2344-14451,18740,Level 2 - Use of Force,2017-11-24T22:40:00,N,B,B1,2344,14451,Black or African American,Male
18369-1108-14451,18369,Level 2 - Use of Force,2017-11-23T22:48:00,N,B,B1,1108,14451,Black or African American,Male
18373-1583-14451,18373,Level 2 - Use of Force,2017-11-23T22:49:00,N,B,B1,1583,14451,Black or African American,Male
18670-2311-14777,18670,Level 1 - Use of Force,2017-12-11T23:52:00,N,U,U3,2311,14777,White,Male
18672-2190-14777,18672,Level 1 - Use of Force,2017-12-11T23:50:00,N,U,U3,2190,14777,White,Male
18674-2188-14777,18674,Level 1 - Use of Force,2017-12-11T23:50:00,N,U,U3,2188,14777,White,Male
30007-2779-17170,30007,Level 1 - Use of Force,2018-07-10T14:46:00,W,K,K3,2779,17170,,Male
18510-2375-14719,18510,Level 1 - Use of Force,2017-12-05T10:18:00,W,D,D2,2375,14719,White,Male
18512-1560-14719,18512,Level 1 - Use of Force,2017-12-05T10:10:00,W,D,D2,1560,14719,White,Male
18295-1734-14415,18295,Level 1 - Use of Force,2017-11-17T15:38:00,SW,W,W3,1734,14415,Hispanic or Latino,Male
18527-2199-14734,18527,Level 1 - Use of Force,2017-12-06T12:37:00,S,S,S3,2199,14734,Asian,Male
18532-2160-14734,18532,Level 1 - Use of Force,2017-12-06T12:32:00,S,S,S3,2160,14734,Asian,Male
18475-2347-14507,18475,Level 1 - Use of Force,2017-12-02T08:30:00,W,Q,Q1,2347,14507,White,Female
31078-2455-17355,31078,Level 1 - Use of Force,2018-07-28T22:46:00,E,E,E2,2455,17355,Black or African American,Male
31078-2455-17356,31078,Level 1 - Use of Force,2018-07-28T22:46:00,E,E,E2,2455,17356,Black or African American,Male
29123-2130-17005,29123,Level 1 - Use of Force,2018-06-25T15:30:00,E,E,E2,2130,17005,White,Male
29130-2334-17005,29130,Level 1 - Use of Force,2018-06-25T15:30:00,E,E,E2,2334,17005,White,Male
31076-1762-17355,31076,Level 1 - Use of Force,2018-07-28T22:46:00,E,E,E2,1762,17355,Black or African American,Male
18375-2133-14456,18375,Level 1 - Use of Force,2017-11-24T08:20:00,N,B,B3,2133,14456,,Female
18377-2200-14455,18377,Level 1 - Use of Force,2017-11-24T08:20:00,N,B,B3,2200,14455,,Female
18378-2163-1392,18378,Level 1 - Use of Force,2017-11-24T08:20:00,N,B,B3,2163,1392,Black or African American,Female
18587-2440-14761,18587,Level 1 - Use of Force,2017-12-09T10:00:00,SW,W,W3,2440,14761,White,Female
18588-1658-14764,18588,Level 1 - Use of Force,2017-12-09T11:25:00,N,U,U2,1658,14764,,Male
18590-2405-14765,18590,Level 1 - Use of Force,2017-12-10T02:45:00,N,N,N1,2405,14765,,Male
18591-1221-14765,18591,Level 1 - Use of Force,2017-12-09T22:16:00,N,N,N1,1221,14765,,Male
18671-456-14793,18671,Level 1 - Use of Force,2017-12-13T16:20:00,W,D,D2,456,14793,White,Male
18673-2310-14793,18673,Level 1 - Use of Force,2017-12-13T16:20:00,W,D,D2,2310,14793,White,Male
18661-2223-14785,18661,Level 1 - Use of Force,2017-12-13T13:14:00,S,U,U3,2223,14785,White,Male
18575-2422-14752,18575,Level 1 - Use of Force,2017-12-08T15:06:00,S,S,S2,2422,14752,Black or African American,Male
18583-2017-14758,18583,Level 1 - Use of Force,2017-12-09T00:20:00,W,K,K1,2017,14758,,Male
18297-2363-14417,18297,Level 1 - Use of Force,2017-11-17T20:50:00,SW,W,W1,2363,14417,Black or African American,Male
18254-1571-14364,18254,Level 2 - Use of Force,2017-11-10T21:56:00,W,K,K3,1571,14364,White,Male
18187-1750-14364,18187,Level 2 - Use of Force,2017-11-10T21:56:00,W,K,K3,1750,14364,White,Male
17900-2175-9336,17900,Level 2 - Use of Force,2017-10-21T12:00:00,W,D,D3,2175,9336,White,Male
18238-2393-14389,18238,Level 1 - Use of Force,2017-11-14T22:00:00,W,M,M2,2393,14389,White,Male
18258-1862-11068,18258,Level 1 - Use of Force,2017-11-15T21:11:00,E,C,C1,1862,11068,,Male
18300-2153-14421,18300,Level 1 - Use of Force,2017-11-17T22:48:00,E,E,E1,2153,14421,White,Male
18328-2300-14429,18328,Level 1 - Use of Force,2017-11-20T01:21:00,N,N,N2,2300,14429,White,Male
18357-2239-14442,18357,Level 1 - Use of Force,2017-11-22T01:39:00,N,N,N1,2239,14442,White,Male
15489-2316-12371,15489,Level 1 - Use of Force,2017-04-30T19:46:00,X,99,99,2316,12371,Asian,Male
15521-1809-12371,15521,Level 1 - Use of Force,2017-04-30T19:48:00,X,99,99,1809,12371,Asian,Male
15489-2316-12372,15489,Level 1 - Use of Force,2017-04-30T19:46:00,X,99,99,2316,12372,Asian,Male
15521-1809-12372,15521,Level 1 - Use of Force,2017-04-30T19:48:00,X,99,99,1809,12372,Asian,Male
18452-2109-14457,18452,Level 1 - Use of Force,2017-11-30T23:08:00,W,Q,Q1,2109,14457,White,Male
18476-1899-14508,18476,Level 1 - Use of Force,2017-12-02T09:44:00,W,D,D1,1899,14508,White,Male
15404-2225-12318,15404,Level 1 - Use of Force,2017-04-24T21:40:00,W,D,D1,2225,12318,,Female
18322-2487-9125,18322,Level 1 - Use of Force,2017-11-16T23:38:00,N,B,B2,2487,9125,White,Male
18484-797-14513,18484,Level 1 - Use of Force,2017-12-03T07:12:00,SW,W,W2,797,14513,Black or African American,Female
17922-1604-5301,17922,Level 2 - Use of Force,2017-10-24T21:47:00,W,Q,Q3,1604,5301,,Male
16071-1554-12730,16071,Level 1 - Use of Force,2017-06-17T09:15:00,X,X,XX,1554,12730,Black or African American,Male
16110-943-12730,16110,Level 1 - Use of Force,2017-06-17T09:15:00,X,X,XX,943,12730,Black or African American,Male
18792-2423-14858,18792,Level 1 - Use of Force,2017-12-21T08:51:00,S,R,R2,2423,14858,,Male
16149-2192-12822,16149,Level 2 - Use of Force,2017-06-20T16:38:00,E,C,C2,2192,12822,,Male
18870-1611-14908,18870,Level 1 - Use of Force,2017-12-27T16:27:00,N,J,J3,1611,14908,White,Male
18584-1189-14759,18584,Level 1 - Use of Force,2017-12-08T22:13:00,X,X,XX,1189,14759,White,Male
16198-1555-12857,16198,Level 1 - Use of Force,2017-06-23T11:05:00,S,R,R1,1555,12857,White,Male
18199-1742-1174,18199,Level 1 - Use of Force,2017-11-12T02:01:00,N,U,U2,1742,1174,Black or African American,Male
17525-680-13984,17525,Level 1 - Use of Force,2017-09-27T12:00:00,SW,F,F2,680,13984,Hispanic or Latino,Male
16339-950-12949,16339,Level 1 - Use of Force,2017-07-06T19:00:00,N,L,L2,950,12949,White,Female
18596-1766-14770,18596,Level 1 - Use of Force,2017-12-08T00:28:00,W,M,M3,1766,14770,Black or African American,Male
